Krankenkasse,Jahr,Quartal,time,churn_rel,predicted_effect_cf
big - direkt gesund,2024,3,2024 Q3,-0.10363629332680235,-0.43645921213005556
big - direkt gesund,2024,4,2024 Q4,0.5282676074148437,-0.39985689485002035
big - direkt gesund,2025,1,2025 Q1,-0.11321045335523951,0.6374859211002759
bkk achenbach buschhütten,2016,1,2016 Q1,1.0476604060362609,1.5176012787110966
bkk achenbach buschhütten,2016,2,2016 Q2,-0.22562449637389204,1.455115493905196
bkk achenbach buschhütten,2016,3,2016 Q3,0.09691487643353255,-0.6777689999295278
bkk achenbach buschhütten,2016,4,2016 Q4,0.8283578075412834,-0.15717162605600524
bkk achenbach buschhütten,2017,1,2017 Q1,-0.03734329154441184,0.3808629234800035
bkk achenbach buschhütten,2017,2,2017 Q2,-0.04269399082079197,0.1915269845494051
bkk achenbach buschhütten,2017,3,2017 Q3,0.27229044313934864,0.8050845647627776
bkk achenbach buschhütten,2017,4,2017 Q4,0.24492838507001757,-0.14218233677982065
bkk achenbach buschhütten,2018,1,2018 Q1,0.026557603441865408,1.066339384674846
bkk achenbach buschhütten,2018,2,2018 Q2,0.10620220900594733,2.168509119089013
bkk achenbach buschhütten,2018,3,2018 Q3,-0.14852535539995756,1.10639736312705
bkk achenbach buschhütten,2018,4,2018 Q4,0.9615384615384616,-0.18246517913411792
bkk achenbach buschhütten,2019,1,2019 Q1,-0.3788476716653512,0.2234081105220222
bkk achenbach buschhütten,2019,2,2019 Q2,-0.47536048169862144,-0.1478872705554302
bkk achenbach buschhütten,2019,3,2019 Q3,-0.2971925914132569,0.0020369290324527695
bkk achenbach buschhütten,2019,4,2019 Q4,0.18629903656783947,-0.3171812559131742
bkk achenbach buschhütten,2020,1,2020 Q1,-0.2815853788120285,-0.021736534263648497
bkk achenbach buschhütten,2020,2,2020 Q2,0.06926314667803293,-0.15639043029739885
bkk achenbach buschhütten,2020,3,2020 Q3,-0.2981578106697902,-0.7279273781484895
bkk achenbach buschhütten,2020,4,2020 Q4,0.5340168749332479,-1.2171230863377316
bkk advita,2016,1,2016 Q1,0.09451476793248946,0.3610608335621642
bkk advita,2016,2,2016 Q2,-0.070819141402219,-0.7041989825860437
bkk advita,2016,3,2016 Q3,-0.13836393088552915,0.4060500193826314
bkk advita,2016,4,2016 Q4,0.1824879186239059,0.1869989569818187
bkk aesculap,2016,1,2016 Q1,0.10432190760059612,1.1713460788256223
bkk aesculap,2016,2,2016 Q2,0.833705523299092,0.3640210957679112
bkk aesculap,2016,3,2016 Q3,0.5315222205817215,-0.25313518341006713
bkk aesculap,2016,4,2016 Q4,2.0561022176531063,0.21335877655343577
bkk aesculap,2017,1,2017 Q1,0.43171679378327815,1.7166758072028336
bkk aesculap,2017,2,2017 Q2,0.5015045135406219,1.7303959391788581
bkk aesculap,2017,3,2017 Q3,0.784145993726832,1.8525449356988355
bkk aesculap,2017,4,2017 Q4,1.6551138774932805,1.9609349802712133
bkk aesculap,2018,1,2018 Q1,-0.08349568605622043,1.740826622009438
bkk aesculap,2018,2,2018 Q2,0.23676880222841226,1.7140869044539597
bkk aesculap,2018,3,2018 Q3,0.5557871335278588,2.108750651087858
bkk aesculap,2018,4,2018 Q4,1.6028741191101288,1.8688609496032529
bkk aesculap,2019,1,2019 Q1,0.13599891200870393,1.3733381799364066
bkk aesculap,2019,2,2019 Q2,0.47534972158087735,1.6654921981187432
bkk aesculap,2019,3,2019 Q3,-0.027034333603676672,2.561040612307634
bkk aesculap,2019,4,2019 Q4,1.1357490535424553,1.9568883187445532
bkk akzo nobel-bayern,2016,1,2016 Q1,1.509499738539306,-0.9848036248916193
bkk akzo nobel-bayern,2016,2,2016 Q2,6.926986743595028,-1.3579286500907757
bkk akzo nobel-bayern,2016,3,2016 Q3,2.537337401638028,-1.899068770296416
bkk akzo nobel-bayern,2016,4,2016 Q4,2.4557556773688334,-1.9965599728766152
bkk akzo nobel-bayern,2017,1,2017 Q1,1.2259622733804152,0.1663275712702654
bkk akzo nobel-bayern,2017,2,2017 Q2,2.4463908184838417,0.17488030140813657
bkk akzo nobel-bayern,2017,3,2017 Q3,1.5654481132075473,-0.1211258098964943
bkk akzo nobel-bayern,2017,4,2017 Q4,2.455661664392906,-0.692897396447962
bkk akzo nobel-bayern,2018,1,2018 Q1,1.6403660367736634,0.7757944827831424
bkk akzo nobel-bayern,2018,2,2018 Q2,3.0075816701973466,0.9189853468438053
bkk akzo nobel-bayern,2018,3,2018 Q3,2.5598701122987415,0.07406488393702818
bkk akzo nobel-bayern,2018,4,2018 Q4,2.5777683966122265,-0.4256003131318422
bkk akzo nobel-bayern,2019,1,2019 Q1,1.8648078604866507,0.5602814193718406
bkk akzo nobel-bayern,2019,2,2019 Q2,1.6311895563467416,0.4212151050582911
bkk akzo nobel-bayern,2019,3,2019 Q3,0.7528137345027206,0.1801535028073447
bkk akzo nobel-bayern,2019,4,2019 Q4,1.4475241665022687,-0.49638704282868906
bkk akzo nobel-bayern,2020,1,2020 Q1,0.16286249058071417,0.49830314356029476
bkk akzo nobel-bayern,2020,2,2020 Q2,0.8590981895840412,0.4614017277029298
bkk akzo nobel-bayern,2020,3,2020 Q3,0.27189605389797883,-0.03856479633072116
bkk akzo nobel-bayern,2020,4,2020 Q4,0.861469056703381,-0.4980040350013083
bkk akzo nobel-bayern,2021,1,2021 Q1,0.045203654358583936,0.3772378556120568
bkk akzo nobel-bayern,2021,2,2021 Q2,-2.998739625692611,0.27329212763158467
bkk akzo nobel-bayern,2021,3,2021 Q3,-0.8801176759009561,0.06611428080236992
bkk akzo nobel-bayern,2021,4,2021 Q4,0.2547550147164305,-0.36555310074163727
bkk akzo nobel-bayern,2022,1,2022 Q1,-0.20723343366063057,0.30959004779345606
bkk akzo nobel-bayern,2022,2,2022 Q2,0.20024721878862795,-0.101176479832066
bkk akzo nobel-bayern,2022,3,2022 Q3,0.18257629962251115,-1.3462614513928035
bkk akzo nobel-bayern,2022,4,2022 Q4,0.39650289373229897,-1.4542746375848155
bkk akzo nobel-bayern,2023,1,2023 Q1,-0.23303733503409704,0.5279839263844771
bkk akzo nobel-bayern,2023,2,2023 Q2,-0.30488554498291165,0.5591614598588245
bkk akzo nobel-bayern,2023,3,2023 Q3,-0.17017288578686462,-0.5969822007841448
bkk akzo nobel-bayern,2023,4,2023 Q4,0.4076288354167696,-1.011305091815498
bkk akzo nobel-bayern,2024,1,2024 Q1,-0.3149373815909259,0.8234250870350815
bkk akzo nobel-bayern,2024,2,2024 Q2,-0.43193878810317166,0.33870906419273217
bkk akzo nobel-bayern,2024,3,2024 Q3,-0.1685671789786812,-0.43645921213005556
bkk akzo nobel-bayern,2024,4,2024 Q4,0.42212951926897097,-0.39985689485002035
bkk akzo nobel-bayern,2025,1,2025 Q1,-0.5266801839671629,0.7691601979213507
bkk b. braun aesculap,2016,1,2016 Q1,1.8895124337126086,1.8044357220385208
bkk b. braun aesculap,2016,2,2016 Q2,-1.0005053057099544,1.9850654305614475
bkk b. braun aesculap,2016,3,2016 Q3,0.15312372396896692,0.44921570325890825
bkk b. braun aesculap,2016,4,2016 Q4,1.6002446233819183,1.0530787016660819
bkk b. braun aesculap,2017,1,2017 Q1,0.1906099518459069,-0.24348392983924996
bkk b. braun aesculap,2017,2,2017 Q2,0.5306898968659257,-2.746407847338295
bkk b. braun aesculap,2017,3,2017 Q3,0.30876494023904383,-1.0165458598107937
bkk b. braun aesculap,2017,4,2017 Q4,1.2759408201767453,-2.1401151449417837
bkk b. braun aesculap,2018,1,2018 Q1,0.0931418206774842,-0.20445020928169536
bkk b. braun aesculap,2018,2,2018 Q2,0.543637966500147,-2.4256106656386693
bkk b. braun aesculap,2018,3,2018 Q3,0.22407326221442836,-1.0386459483647514
bkk b. braun aesculap,2018,4,2018 Q4,1.2490886998784934,-2.0921863925240074
bkk b. braun aesculap,2019,1,2019 Q1,0.009600614439324117,0.24315290367877257
bkk b. braun aesculap,2019,2,2019 Q2,0.3935874052030335,-0.19020718237363377
bkk b. braun aesculap,2019,3,2019 Q3,-0.10518263530311722,2.1065372139077123
bkk b. braun aesculap,2019,4,2019 Q4,1.2587345649468749,0.4398733782297377
bkk b. braun aesculap,2020,1,2020 Q1,0.023632840194734606,0.17408999403551992
bkk b. braun aesculap,2020,2,2020 Q2,0.25044891787165674,0.0803480794324094
bkk b. braun aesculap,2020,3,2020 Q3,0.19797313221777044,2.4145863180084977
bkk b. braun aesculap,2020,4,2020 Q4,1.016135861128099,1.5826026567953637
bkk b. braun aesculap,2021,1,2021 Q1,0.09314022260513202,-0.4411793816557017
bkk b. braun aesculap,2021,2,2021 Q2,0.037221420927743915,-1.6041970109588275
bkk b. braun aesculap,2021,3,2021 Q3,0.0558113576112739,-0.3269109763175898
bkk b. braun aesculap,2021,4,2021 Q4,0.892483614558639,-0.5503602572963632
bkk b. braun aesculap,2022,1,2022 Q1,0.27643400138217,0.37356672340442093
bkk b. braun aesculap,2022,2,2022 Q2,-0.17459223524006431,0.19374637550632798
bkk b. braun aesculap,2022,3,2022 Q3,-0.0920513646614811,-0.2248217922237014
bkk b. braun aesculap,2022,4,2022 Q4,0.9490026258810522,-0.5086796258009993
bkk b. braun aesculap,2023,1,2023 Q1,-0.045635011180577736,0.5419053111370116
bkk b. braun aesculap,2023,2,2023 Q2,-0.2830662466328814,0.28725971908670017
bkk b. braun aesculap,2023,3,2023 Q3,-0.17856325259832426,-0.1969854907156693
bkk b. braun aesculap,2023,4,2023 Q4,1.123750114668379,-0.3158282420420303
bkk b. braun aesculap,2024,1,2024 Q1,-0.027214587018641993,0.4669561148324291
bkk b. braun aesculap,2024,2,2024 Q2,-0.018147996914840522,-0.018473007769487564
bkk b. braun aesculap,2024,3,2024 Q3,-0.040840404773789536,-0.4539175555352692
bkk b. braun aesculap,2024,4,2024 Q4,1.1167604866533503,-0.4805622917817221
bkk b. braun aesculap,2025,1,2025 Q1,-0.09428032683846638,0.833472317462835
bkk bpw bergische achsen,2016,1,2016 Q1,0.617011899515205,-0.37886650916699977
bkk bpw bergische achsen,2016,2,2016 Q2,-0.7446342531756461,-0.02142254748235736
bkk bpw bergische achsen,2016,3,2016 Q3,-0.24271844660194172,-0.3108203728525834
bkk bpw bergische achsen,2016,4,2016 Q4,0.7741650077416501,-0.4033821848852735
bkk bpw bergische achsen,2017,1,2017 Q1,0.30728709394205445,0.4690556528862942
bkk bpw bergische achsen,2017,2,2017 Q2,-0.700218818380744,0.36757628049347163
bkk bpw bergische achsen,2017,3,2017 Q3,0.17628911414720141,0.3088398252758241
bkk bpw bergische achsen,2017,4,2017 Q4,0.9238891333040036,0.4178078768451008
bkk bpw bergische achsen,2018,1,2018 Q1,-0.17436791630340018,0.6643507947725281
bkk bpw bergische achsen,2018,2,2018 Q2,0.21834061135371177,0.4903790984348912
bkk bpw bergische achsen,2018,3,2018 Q3,-0.23965141612200436,0.12524480617618175
bkk bpw bergische achsen,2018,4,2018 Q4,0.6114872242847783,0.3669729875177872
bkk bpw bergische achsen,2019,1,2019 Q1,0.28217929238115913,0.642446450953501
bkk bpw bergische achsen,2019,2,2019 Q2,0.3463203463203463,0.8533885256321948
bkk bpw bergische achsen,2019,3,2019 Q3,-1.0353753235547885,0.26407207501834573
bkk bpw bergische achsen,2019,4,2019 Q4,1.024411508282476,1.7205081909878046
bkk bpw bergische achsen,2020,1,2020 Q1,-0.7335490830636462,0.3198817501367193
bkk bpw bergische achsen,2020,2,2020 Q2,0.5433601391001956,-0.17132959781500773
bkk bpw bergische achsen,2020,3,2020 Q3,-0.34587116299178555,-0.4248666758519661
bkk bpw bergische achsen,2020,4,2020 Q4,0.7592190889370932,0.13067364254626376
bkk bpw bergische achsen,2021,1,2021 Q1,-1.2055974165769645,0.7434935421805107
bkk bpw bergische achsen,2021,2,2021 Q2,0.06537371976465461,0.5797337249738809
bkk bpw bergische achsen,2021,3,2021 Q3,-0.2395470383275261,-0.932848791054845
bkk bpw bergische achsen,2021,4,2021 Q4,1.4189041693953286,-1.38693703099695
bkk bpw bergische achsen,2022,1,2022 Q1,-0.5165733964700818,0.0586266546309947
bkk bpw bergische achsen,2022,2,2022 Q2,-0.540891389009087,-0.21005399636577646
bkk bpw bergische achsen,2022,3,2022 Q3,0.28279312595170764,-0.5508951498083462
bkk bpw bergische achsen,2022,4,2022 Q4,0.2386117136659436,-0.3008954014333159
bkk bpw bergische achsen,2023,1,2023 Q1,-0.30296472624972953,0.8349947241237664
bkk bpw bergische achsen,2023,2,2023 Q2,0.39070978945083573,0.8260160614614841
bkk bpw bergische achsen,2023,3,2023 Q3,-0.8864864864864865,0.7811989942302334
bkk bpw bergische achsen,2023,4,2023 Q4,0.8071553228621291,0.7367752275956163
bkk braun-gillette,2016,1,2016 Q1,0.3716551040634291,-0.5052357408898656
bkk braun-gillette,2016,2,2016 Q2,-0.60890315148523,-1.1912733401463735
bkk braun-gillette,2016,3,2016 Q3,-0.8030466098186936,-1.6199623654609223
bkk braun-gillette,2016,4,2016 Q4,-0.7260891337005508,-1.92328378360182
bkk deutsche bank ag,2016,1,2016 Q1,0.3128846942962659,-0.0031064146428336995
bkk deutsche bank ag,2016,2,2016 Q2,0.6510882718890082,-0.3693076969107552
bkk deutsche bank ag,2016,3,2016 Q3,0.19982050022860823,-1.3229403744969723
bkk deutsche bank ag,2016,4,2016 Q4,0.801068090787717,-1.78218847534182
bkk deutsche bank ag,2017,1,2017 Q1,0.06874004526783468,-0.5278305782018774
bkk deutsche bank ag,2017,2,2017 Q2,-0.3166571725362732,-0.5933903662536256
bkk deutsche bank ag,2017,3,2017 Q3,0.028572869220296823,-0.26372221774521415
bkk deutsche bank ag,2017,4,2017 Q4,0.2352387673488591,-0.9086599675167086
bkk deutsche bank ag,2018,1,2018 Q1,0.030174003419720388,-0.23449854287222663
bkk deutsche bank ag,2018,2,2018 Q2,-0.3485721946641641,-0.03217425865245899
bkk deutsche bank ag,2018,3,2018 Q3,0.20012108166285483,-0.31502659939815714
bkk deutsche bank ag,2018,4,2018 Q4,0.37258949700417904,-0.5197026749891042
bkk deutsche bank ag,2019,1,2019 Q1,-0.12039127163280662,-0.17947592962836306
bkk deutsche bank ag,2019,2,2019 Q2,0.03348232970050056,0.11792614676708268
bkk deutsche bank ag,2019,3,2019 Q3,-0.23597141566113833,0.283559106603692
bkk deutsche bank ag,2019,4,2019 Q4,0.6592632355901495,0.8073662116955008
bkk deutsche bank ag,2020,1,2020 Q1,-0.2549787517706858,0.3735165797804506
bkk deutsche bank ag,2020,2,2020 Q2,-0.5162734745706075,-0.09918552036156277
bkk deutsche bank ag,2020,3,2020 Q3,-0.04198646356414692,-0.3167198475814317
bkk deutsche bank ag,2020,4,2020 Q4,0.5359723108975436,0.21042216212935783
bkk deutsche bank ag,2021,1,2021 Q1,0.125340508381102,0.5803968438216445
bkk deutsche bank ag,2021,2,2021 Q2,-0.34049939911870747,0.298038829561154
bkk deutsche bank ag,2021,3,2021 Q3,-0.0820660548000268,0.28360354410432737
bkk deutsche bank ag,2021,4,2021 Q4,0.534705576694212,0.007539624796153527
bkk deutsche bank ag,2022,1,2022 Q1,-0.15839141018373404,0.5033622156890969
bkk deutsche bank ag,2022,2,2022 Q2,-0.0634570746288596,0.30266076391252794
bkk deutsche bank ag,2022,3,2022 Q3,0.46119141114545914,0.7368940740673736
bkk deutsche bank ag,2022,4,2022 Q4,0.8649224064802649,0.39533202842559306
bkk deutsche bank ag,2023,1,2023 Q1,0.014841443907587275,0.8349947241237664
bkk deutsche bank ag,2023,2,2023 Q2,0.16488046166529266,0.8260160614614841
bkk deutsche bank ag,2023,3,2023 Q3,-0.20082304526748973,0.7811989942302334
bkk deutsche bank ag,2023,4,2023 Q4,0.6696575839546084,0.7367752275956163
bkk deutsche bank ag,2024,1,2024 Q1,-0.36373169053314547,0.16117312320416108
bkk deutsche bank ag,2024,2,2024 Q2,-0.4127474840492008,0.3808666841428055
bkk deutsche bank ag,2024,3,2024 Q3,-0.033024553755717376,0.4770741205116718
bkk deutsche bank ag,2024,4,2024 Q4,0.43441634594737455,0.41745992529652837
bkk deutsche bank ag,2025,1,2025 Q1,-0.40457864614170125,0.452569780260893
bkk diakonie,2016,1,2016 Q1,1.2131053586780018,-0.25050779051442396
bkk diakonie,2016,2,2016 Q2,1.5902227255568138,0.13707310110442814
bkk diakonie,2016,3,2016 Q3,0.9940080821217893,-0.23567259849102362
bkk diakonie,2016,4,2016 Q4,2.2765947661316286,-0.19724394450073685
bkk diakonie,2017,1,2017 Q1,0.7689540426297329,0.5035376892326524
bkk diakonie,2017,2,2017 Q2,0.8344861439600161,0.08816284611559419
bkk diakonie,2017,3,2017 Q3,0.8585590369976988,0.019147439399085475
bkk diakonie,2017,4,2017 Q4,2.303641948222905,-0.29544573565072324
bkk diakonie,2018,1,2018 Q1,0.8578168561012224,0.9191737700470661
bkk diakonie,2018,2,2018 Q2,0.8760365724005953,0.8660374852913516
bkk diakonie,2018,3,2018 Q3,0.9358796003541167,0.6173124032854153
bkk diakonie,2018,4,2018 Q4,1.8251681075888568,0.27776232000420215
bkk diakonie,2019,1,2019 Q1,1.1033634126333058,0.6437942219662373
bkk diakonie,2019,2,2019 Q2,1.2333157531745709,-0.09753387419061449
bkk diakonie,2019,3,2019 Q3,0.54502464633511,0.13383366861672702
bkk diakonie,2019,4,2019 Q4,1.9012316154490017,0.3436416402217497
bkk diakonie,2020,1,2020 Q1,0.19948368927481813,0.5547546804113674
bkk diakonie,2020,2,2020 Q2,0.7846352031853847,-0.15470644696925437
bkk diakonie,2020,3,2020 Q3,0.6662018746610892,0.20468588963960974
bkk diakonie,2020,4,2020 Q4,1.727587533666795,-0.13061923810187107
bkk diakonie,2021,1,2021 Q1,0.6997238927342184,0.4368784351796842
bkk diakonie,2021,2,2021 Q2,0.4657451923076923,-0.46619938219868734
bkk diakonie,2021,3,2021 Q3,0.5234036189621655,-0.48100309328643703
bkk diakonie,2021,4,2021 Q4,1.2235941684022613,-0.40014472445121824
bkk diakonie,2022,1,2022 Q1,0.4702943013557703,0.46559606892369587
bkk diakonie,2022,2,2022 Q2,0.5412324008045346,0.37016106853875164
bkk diakonie,2022,3,2022 Q3,0.5383188447968574,0.740054736763496
bkk diakonie,2022,4,2022 Q4,1.635251980753229,0.5833910173403666
bkk diakonie,2023,1,2023 Q1,0.12458619584949987,0.446051660585303
bkk diakonie,2023,2,2023 Q2,-0.12443117178612059,0.7560638950944663
bkk diakonie,2023,3,2023 Q3,-0.03915566155269996,0.869253731555027
bkk diakonie,2023,4,2023 Q4,0.7478099850438004,0.8403381803823674
bkk diakonie,2024,1,2024 Q1,-0.038880248833592534,0.4292268726740617
bkk diakonie,2024,2,2024 Q2,-0.912273257664156,0.5198967779949941
bkk diakonie,2024,3,2024 Q3,-0.028547978446276275,0.5080004800718235
bkk diakonie,2024,4,2024 Q4,-0.7139032661074425,0.5174854331492513
bkk diakonie,2025,1,2025 Q1,-0.6039906525256157,0.35669838292664957
bkk dürkoppadler,2016,1,2016 Q1,1.3014656692817612,2.7000610244125363
bkk dürkoppadler,2016,2,2016 Q2,1.4408356846971244,2.6526807031718604
bkk dürkoppadler,2016,3,2016 Q3,0.5208025093211813,2.692270146776024
bkk dürkoppadler,2016,4,2016 Q4,0.6652929055048573,3.0300831483727997
bkk dürkoppadler,2017,1,2017 Q1,0.005848637267516669,1.0798763411835668
bkk dürkoppadler,2017,2,2017 Q2,0.5029533890870811,0.32563744632441527
bkk dürkoppadler,2017,3,2017 Q3,0.3665987780040733,0.3785528154499396
bkk dürkoppadler,2017,4,2017 Q4,0.9682282003710576,0.5680189384204644
bkk dürkoppadler,2018,1,2018 Q1,-0.028710881424059722,0.6376529169910538
bkk dürkoppadler,2018,2,2018 Q2,0.13785180930499713,0.031428804017694205
bkk dürkoppadler,2018,3,2018 Q3,0.16634163129517038,0.19935430781146135
bkk dürkoppadler,2018,4,2018 Q4,1.0880146595659395,0.6005636697612176
bkk dürkoppadler,2019,1,2019 Q1,0.16427802639777941,0.4784615714009889
bkk dürkoppadler,2019,2,2019 Q2,0.05089921954530031,0.3180534169339359
bkk dürkoppadler,2019,3,2019 Q3,-0.11305183426601098,0.7676063859828364
bkk dürkoppadler,2019,4,2019 Q4,0.8375304170675119,-0.4197746995612922
bkk dürkoppadler,2020,1,2020 Q1,-0.4994668612155564,0.3947003365762021
bkk dürkoppadler,2020,2,2020 Q2,-2.0248166948674564,0.06993736175527196
bkk dürkoppadler,2020,3,2020 Q3,-0.29359276955845953,-1.217165137233841
bkk dürkoppadler,2020,4,2020 Q4,0.28868360277136257,-1.4525649511459033
bkk dürkoppadler,2021,1,2021 Q1,-0.8175014392630973,0.7434935421805107
bkk dürkoppadler,2021,2,2021 Q2,-0.487578360807987,0.5797337249738809
bkk dürkoppadler,2021,3,2021 Q3,-0.6124591693887074,-0.932848791054845
bkk dürkoppadler,2021,4,2021 Q4,0.20541111567580259,-1.38693703099695
bkk dürkoppadler,2022,1,2022 Q1,-0.39240951153801096,0.15972789743922933
bkk dürkoppadler,2022,2,2022 Q2,-0.17639795378373613,0.09686777720134457
bkk dürkoppadler,2022,3,2022 Q3,-0.07657418860811686,-0.32845181152082803
bkk dürkoppadler,2022,4,2022 Q4,0.37726951190756897,-0.7055352267787881
bkk dürkoppadler,2023,1,2023 Q1,-0.017618040873854827,0.5500394045519347
bkk dürkoppadler,2023,2,2023 Q2,-0.4757709251101322,0.5369239041205605
bkk dürkoppadler,2023,3,2023 Q3,-0.3600094428706327,-0.25713608602598265
bkk dürkoppadler,2023,4,2023 Q4,0.4620031984836818,-0.35767644799081444
bkk dürkoppadler,2024,1,2024 Q1,-0.19456399976416483,0.006809311368374036
bkk dürkoppadler,2024,2,2024 Q2,-1.1755671077504726,-0.29782663708573853
bkk dürkoppadler,2024,3,2024 Q3,-0.3227927550959412,-0.391806683898974
bkk dürkoppadler,2024,4,2024 Q4,0.11994002998500748,-0.3128101029496424
bkk dürkoppadler,2025,1,2025 Q1,-4.216831386642707,0.35225351670126714
bkk euregio,2016,1,2016 Q1,3.542400254163247,3.6531305102129803
bkk euregio,2016,2,2016 Q2,2.590196629931729,4.401235398630328
bkk euregio,2016,3,2016 Q3,0.9595733014306366,5.026198277735056
bkk euregio,2016,4,2016 Q4,0.8047991705137383,5.728405431621962
bkk euregio,2017,1,2017 Q1,-0.3600029387995004,1.162059108229863
bkk euregio,2017,2,2017 Q2,0.9978862507988006,0.09165352661367282
bkk euregio,2017,3,2017 Q3,0.35773386547259806,-0.1620308586541391
bkk euregio,2017,4,2017 Q4,0.8632605058318582,-0.14424182430162968
bkk euregio,2018,1,2018 Q1,-0.18511840365428536,0.6357000020750143
bkk euregio,2018,2,2018 Q2,1.8184883664916422,0.4717552311477061
bkk euregio,2018,3,2018 Q3,1.487947389586734,-0.46161561485833863
bkk euregio,2018,4,2018 Q4,2.048855531210666,-0.42641435838095526
bkk euregio,2019,1,2019 Q1,0.577876247687353,0.400034899725662
bkk euregio,2019,2,2019 Q2,3.311077803515465,0.06897427784370455
bkk euregio,2019,3,2019 Q3,1.2177965356546205,0.9218715248645418
bkk euregio,2019,4,2019 Q4,1.9806280675845893,0.5493482111991951
bkk euregio,2020,1,2020 Q1,0.9135823501852719,-0.5842840951195004
bkk euregio,2020,2,2020 Q2,2.694831915926309,-2.0132349988593834
bkk euregio,2020,3,2020 Q3,1.380897583429229,0.0705501210046131
bkk euregio,2020,4,2020 Q4,1.5080265931571266,-0.4682212331904322
bkk euregio,2021,1,2021 Q1,0.7068690095846646,0.03947256871627798
bkk euregio,2021,2,2021 Q2,6.2894079390887105,-0.18538258040208538
bkk euregio,2021,3,2021 Q3,1.8374808790060815,2.089275576233545
bkk euregio,2021,4,2021 Q4,2.943708669927277,1.067502943294205
bkk euregio,2022,1,2022 Q1,3.3453147798854053,-0.08330056827692972
bkk euregio,2022,2,2022 Q2,10.420469024415441,-0.12088761714574595
bkk euregio,2022,3,2022 Q3,4.51738655855294,2.2024160895796974
bkk euregio,2022,4,2022 Q4,1.6650006713712386,1.5224341411158584
bkk euregio,2023,1,2023 Q1,0.4607956796736275,0.09735435942014338
bkk euregio,2023,2,2023 Q2,2.4307229355653917,-0.07294316734856242
bkk euregio,2023,3,2023 Q3,0.21962037050241726,0.9905169351931187
bkk euregio,2023,4,2023 Q4,-0.2632515119174671,0.5912655000277248
bkk euregio,2024,1,2024 Q1,2.7236410329576257,0.15314300474744952
bkk euregio,2024,2,2024 Q2,-4.047278434422701,-0.21037531648370075
bkk euregio,2024,3,2024 Q3,-0.830860534124629,0.1776813288870718
bkk euregio,2024,4,2024 Q4,-7.495146764753105,-0.035302191812699404
bkk euregio,2025,1,2025 Q1,-2.354203483968695,0.39046476347261677
bkk evm,2016,1,2016 Q1,0.3203074951953876,1.1312533464083354
bkk evm,2016,2,2016 Q2,-0.31928480204342274,2.370232505824173
bkk evm,2016,3,2016 Q3,0.3203074951953876,4.108405634064292
bkk evm,2016,4,2016 Q4,1.1494252873563218,2.1043711545713597
bkk evm,2017,1,2017 Q1,-0.6313131313131313,0.7795753492479806
bkk evm,2017,2,2017 Q2,-0.5717916137229987,0.4866704981235039
bkk evm,2017,3,2017 Q3,0.7667731629392971,-0.09313994561460867
bkk evm,2017,4,2017 Q4,0.31705770450221943,-0.2583281933136697
bkk evm,2018,1,2018 Q1,0.06321112515802782,0.4470201410584946
bkk evm,2018,2,2018 Q2,0.4421983575489577,0.3229936021590547
bkk evm,2018,3,2018 Q3,-0.12578616352201258,0.06475489812335106
bkk evm,2018,4,2018 Q4,1.700251889168766,0.4220553651159299
bkk evm,2019,1,2019 Q1,0.061919504643962855,0.3908791071698562
bkk evm,2019,2,2019 Q2,-0.06188118811881188,0.6191935911755159
bkk evm,2019,3,2019 Q3,-0.18575851393188852,-0.08597653777925413
bkk evm,2019,4,2019 Q4,1.3027295285359801,0.08283205176925239
bkk evm,2020,1,2020 Q1,0.1224739742804654,0.9159999699712386
bkk evm,2020,2,2020 Q2,0.1834862385321101,1.1648157368480405
bkk evm,2020,3,2020 Q3,0.3663003663003663,-0.25294135536789686
bkk evm,2020,4,2020 Q4,-0.18248175182481752,0.16022518187759327
bkk evm,2021,1,2021 Q1,0.1218769043266301,0.5791784986441403
bkk evm,2021,2,2021 Q2,-0.12172854534388314,0.597559246415948
bkk evm,2021,3,2021 Q3,-0.18281535648994515,0.011431952816216024
bkk evm,2021,4,2021 Q4,0.7936507936507936,0.44125856453190754
bkk evm,2022,1,2022 Q1,0.0,0.2528546508556591
bkk evm,2022,2,2022 Q2,-0.18170805572380377,0.021812806517398163
bkk evm,2022,3,2022 Q3,0.5461165048543689,-0.013122177907119042
bkk evm,2022,4,2022 Q4,2.776101388050694,0.33806139365057675
bkk evm,2023,1,2023 Q1,0.11743981209630064,0.4375841375678562
bkk evm,2023,2,2023 Q2,0.8211143695014663,0.16640174434585273
bkk evm,2023,3,2023 Q3,-0.34904013961605584,0.31518086510572163
bkk evm,2023,4,2023 Q4,1.0507880910683012,0.38171554607236635
bkk evm,2024,1,2024 Q1,0.6932409012131715,0.31354035629387395
bkk evm,2024,2,2024 Q2,0.2868617326448652,0.2032686291718513
bkk evm,2024,3,2024 Q3,0.11441647597254005,0.30890194310770447
bkk evm,2024,4,2024 Q4,1.4285714285714286,0.36083640419926744
bkk evm,2025,1,2025 Q1,0.5633802816901409,0.365718323955841
bkk ewe,2016,1,2016 Q1,0.12177795818956769,0.22526984010253362
bkk ewe,2016,2,2016 Q2,0.36488951956213256,0.03310316514844317
bkk ewe,2016,3,2016 Q3,0.43425570591799634,-1.114417505573888
bkk ewe,2016,4,2016 Q4,1.1865258924082454,-1.2971877737639896
bkk ewe,2017,1,2017 Q1,-0.07949915532147471,0.34220031011681895
